Assembly	Temperature	pH	RefLink	genome_size	L50	N50	Domain	Phylum	Class	Order	Family	Genus	Species	tax_cluster_id	NCBI_Species
GCA_001277195.1	Mesophiles		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.65577-0	4364114	1	4364114	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cronobacter	Cronobacter muytjensii	1159613	Cronobacter muytjensii ATCC 51329
GCA_001277215.2	Mesophiles		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.65577-0	4473761	1	4294639	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cronobacter	Cronobacter malonaticus	413503	Cronobacter malonaticus
GCA_001277235.1	Mesophiles		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.65577-0	4628405	1	4431067	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cronobacter	Cronobacter dublinensis	1208656	Cronobacter dublinensis 1210
GCA_001277255.1	Mesophiles		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.032292-0	4499482	1	4347991	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cronobacter	Cronobacter condimenti	1073999	Cronobacter condimenti 1330
GCA_001280255.1	Thermophiles		https://doi.org/10.1128/jb.98.1.289-297.1969	2248795	6	100123	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Thermus	Thermus aquaticus	271	Thermus aquaticus
GCA_001280565.1	Thermophiles	Acidophiles	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7000362/	3828023	1	3195503	Bacteria	Firmicutes_E	Sulfobacillia	Sulfobacillales	Sulfobacillaceae	Sulfobacillus	Sulfobacillus thermosulfidooxidans_A	28034	Sulfobacillus thermosulfidooxidans
GCA_001294625.1	Psychrophiles		https://doi.org/10.1099/ijs.0.017178-0	4046453	1	4046453	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	Specibacter	Specibacter alpinus_A	656366	Arthrobacter alpinus
GCA_001295365.1	Thermophiles		https://bacdive.dsmz.de/strain/1430	3873116	1	3873116	Bacteria	Firmicutes	Bacilli	Bacillales	Anoxybacillaceae	Parageobacillus	Parageobacillus thermoglucosidasius	1136178	Parageobacillus thermoglucosidasius TNO-09.020
GCA_001298525.1	Psychrophiles		https://bacdive.dsmz.de/strain/8178	2931580	1	2802354	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter urativorans_A	45610	Psychrobacter urativorans
GCA_001310975.1	Thermophiles		https://bacdive.dsmz.de/strain/165540	2452939	11	60195	Bacteria	Firmicutes_A	Thermoanaerobacteria	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	Thermoanaerobacter thermocopriae	580331	Thermoanaerobacter thermocopriae
GCA_001375655.1	Mesophiles		https://bacdive.dsmz.de/strain/139780	2460376	3	512440	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus varani	1608583	Streptococcus varani
GCA_001399675.1		Acidophiles	http://dx.doi.org/10.1099/ijs.0.2008/000562-0	5044184	14	110690	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Alicyclobacillus_B	Alicyclobacillus_B ferrooxydans	471514	Alicyclobacillus ferrooxydans
GCA_001402945.1		Acidophiles	https://doi.org/10.1099/ijs.0.009639-0	1778901	45	11566	Archaea	Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	Acidiplasma	Acidiplasma aeolicum	507754	Acidiplasma aeolicum
GCA_001411745.2	Psychrophiles		https://doi.org/10.1099/ijs.0.02457-0	3490652	4	367251	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter glacincola_A	56810	Psychrobacter glacincola
GCA_001412615.1	Hyperthermophiles		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijsem.0.001201	2023836	1	2023836	Archaea	Thermoproteota	Thermoproteia	Sulfolobales	Pyrodictiaceae	Pyrodictium	Pyrodictium delaneyi	1273541	Pyrodictium delaneyi
GCA_001444505.1	Psychrophiles		https://doi.org/10.1099/ijs.0.010959-0	3089314	23	47940	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter piscatorii	554343	Psychrobacter piscatorii
GCA_001445575.1	Psychrophiles		https://doi.org/10.1099/ijs.0.017178-0	4333648	1	4322479	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	Specibacter	Specibacter alpinus_C	656366	Arthrobacter alpinus
GCA_001447355.1	Thermophiles	Acidophiles	https://doi.org/10.1007/s12275-014-3625-z	2809442	7	121584	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Alicyclobacillus	Alicyclobacillus tengchongensis	368812	Alicyclobacillus tengchongensis
GCA_001462395.1	Hyperthermophiles		https://doi.org/10.1128/jb.177.8.2164-2177.1995	1621727	1	1501248	Archaea	Thermoproteota	Thermoproteia	Sulfolobales	Pyrodictiaceae	Pyrodictium	Pyrodictium occultum	2309	Pyrodictium occultum
GCA_001481685.1	Hyperthermophiles		https://doi.org/10.1099/00207713-50-6-2093	1394664	1	1394664	Archaea	Thermoproteota	Thermoproteia	Sulfolobales	Ignicoccaceae	Ignicoccus	Ignicoccus islandicus	54259	Ignicoccus islandicus DSM 13165
GCA_001484195.1	Hyperthermophiles		https://doi.org/10.1099/ijs.0.64597-0	2337139	14	51175	Archaea	Methanobacteriota_B	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus celericrescens	2598455	Thermococcus celericrescens
GCA_001500315.1	Mesophiles		https://bacdive.dsmz.de/strain/14503	2201708	5	183678	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus auricularis	29379	Staphylococcus auricularis
GCA_001509375.1	Mesophiles		https://bacdive.dsmz.de/strain/131756	2382964	24	34660	Archaea	Halobacteriota	Methanosarcinia	Methanotrichales	Methanotrichaceae	Methanothrix_A	Methanothrix_A harundinacea_D	1110509	Methanosaeta harundinacea
GCA_001516585.1	Thermophiles		https://doi.org/10.1099/00207713-48-3-879	1876950	29	20275	Archaea	Thermoproteota	Thermoproteia	Thermoproteales	Thermocladiaceae	Thermocladium	Thermocladium sp001516585	1714261	Thermocladium sp. ECH_B
GCA_001535545.1	Hyperthermophiles		https://pubmed.ncbi.nlm.nih.gov/26543260/	2016098	1	1872821	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Thermus	Thermus parvatiensis	456163	Thermus parvatiensis
GCA_001542905.1	Mesophiles		https://doi.org/10.1099/ijsem.0.002525	3325770	1	3045622	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Halorubrum	Halorubrum aethiopicum	1758255	Halorubrum aethiopicum
GCA_001543205.1		Alkaliphiles	https://bacdive.dsmz.de/strain/222	2013339	1	2013339	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	Aerococcus urinaeequi	1120952	Aerococcus urinaeequi DSM 20341 = CCUG 28094
GCA_001544255.1	Mesophiles		https://doi.org/10.1016/j.resmic.2005.11.006	2484851	5	191690	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus_B	Enterococcus_B faecium	1442605	Enterococcus faecium VSE1036
GCA_001544355.1	Thermophiles		https://doi.org/10.1016/B978-0-12-802230-6.00016-3	3865262	19	57905	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Alicyclobacillus	Alicyclobacillus acidiphilus	1255277	Alicyclobacillus acidiphilus NBRC 100859
GCA_001552255.1	Thermophiles	Acidophiles	https://doi.org/10.1099/ijs.0.64692-0	3628929	18	69296	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Alicyclobacillus_G	Alicyclobacillus_G shizuokensis	1220573	Alicyclobacillus shizuokensis NBRC 103103
GCA_001552655.1	Thermophiles	Acidophiles	https://doi.org/10.1099/ijs.0.64692-0	3421583	8	132421	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Alicyclobacillus_G	Alicyclobacillus_G kakegawensis	1220571	Alicyclobacillus kakegawensis NBRC 103104
GCA_001552675.1	Thermophiles	Acidophiles	http://dx.doi.org/10.1099/ijs.0.02409-0	2793850	25	38367	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Alicyclobacillus	Alicyclobacillus sendaiensis	1220572	Alicyclobacillus sendaiensis NBRC 100866
GCA_001562115.1	Psychrophiles		https://bacdive.dsmz.de/strain/447#ref6058	4904192	1	4652019	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Alteromonas	Alteromonas stellipolaris	233316	Alteromonas stellipolaris
GCA_001570745.1	Thermophiles	Acidophiles	https://doi.org/10.3389/fmicb.2021.639697	2786970	10	96664	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Alicyclobacillus	Alicyclobacillus mali	1314748	Alicyclobacillus mali NBRC 102425
GCA_001571405.1	Thermophiles		https://bacdive.dsmz.de/strain/7022	2223235	3	348563	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanoculleaceae	Methanoculleus	Methanoculleus thermophilus	2200	Methanoculleus thermophilus strain CR-1
GCA_001592435.1	Thermophiles		https://pubmed.ncbi.nlm.nih.gov/7545383/	1896106	1	1847000	Archaea	Methanobacteriota_B	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus peptonophilus	53952	Thermococcus peptonophilus
GCA_001594015.1	Thermophiles		https://doi.org/10.1007/s00203-003-0523-x	2999839	4	204074	Bacteria	Firmicutes_B	Moorellia	Moorellales	Moorellaceae	Moorella	Moorella mulderi	1122241	Moorella mulderi DSM 14980
GCA_001598235.1	Psychrophiles		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.65529-0	5134650	8	188448	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Polaromonas	Polaromonas jejuensis	1321608	Polaromonas jejuensis NBRC 106434
GCA_001602375.1	Mesophiles		https://doi.org/10.1099/ijs.0.053520-0	2446106	2	520193	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanoculleaceae	Methanoculleus	Methanoculleus horonobensis	528314	Methanoculleus horonobensis strain T10
GCA_001606025.1	Psychrophiles		https://pubmed.ncbi.nlm.nih.gov/15653872/	3349444	1	3332539	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter alimentarius_A	261164	Psychrobacter alimentarius
GCA_001634285.1	Thermophiles		https://doi.org/10.1016/j.syapm.2005.10.003	3158269	1	2834744	Bacteria	Firmicutes	Bacilli	Bacillales	Anoxybacillaceae	Anoxybacillus_A	Anoxybacillus_A amylolyticus	294699	Anoxybacillus amylolyticus
GCA_001639275.1	Mesophiles		https://bacdive.dsmz.de/strain/6969	2140433	13	45270	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter_A	Methanobrevibacter_A oralis	1415626	Methanobrevibacter oralis
GCA_001640115.1	Psychrophiles		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.060889-0	3942702	8	218854	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter atrinae	1333662	Polaribacter atrinae
GCA_001644665.1	Thermophiles		https://doi.org/10.3390/microorganisms11010022	2061852	1	2061852	Bacteria	Thermotogota	Thermotogae	Thermotogales	Fervidobacteriaceae	Fervidobacterium	Fervidobacterium pennivorans_A	93466	Fervidobacterium pennivorans
GCA_001647085.1	Hyperthermophiles		https://doi.org/10.1016/j.syapm.2016.08.003	1928800	1	1928800	Archaea	Methanobacteriota_B	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus piezophilus	1712654	Thermococcus piezophilus
GCA_001679725.1	Psychrophiles		https://doi.org/10.1099/ijs.0.027128-0	4351229	1	4174501	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Cryobacterium	Cryobacterium arcticum_A	670052	Cryobacterium arcticum
GCA_001707885.1		Acidophiles	https://doi.org/10.1016/j.gdata.2016.12.014	4523251	22	70527	Bacteria	Firmicutes_B	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus	Desulfosporosinus sp001707885	1633135	Desulfosporosinus sp. BG
GCA_001708385.1	Psychrophiles		https://www.nature.com/articles/nbt1313	4142802	1	4142802	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium psychrophilum_A	96345	Flavobacterium psychrophilum
GCA_001719065.1	Thermophiles		https://doi.org/10.1099/ijsem.0.001463	2040210	5	147947	Bacteria	Thermotogota	Thermotogae	Thermotogales	Fervidobacteriaceae	Fervidobacterium_A	Fervidobacterium_A thailandense	1008305	Fervidobacterium thailandense
GCA_001719125.1	Thermophiles	Acidophiles	https://www.frontiersin.org/articles/10.3389/fmicb.2016.01902/full	2688317	1	2688317	Archaea	Thermoproteota	Thermoproteia	Sulfolobales	Sulfolobaceae	Saccharolobus	Saccharolobus sp001719125	1891280	Sulfolobus sp. A20
GCA_001748385.1	Hyperthermophiles	Acidophiles	https://doi.org/10.1099/ijs.0.065862-0	2022594	2	634758	Archaea	Thermoproteota	Thermoproteia	Thermoproteales	Thermocladiaceae	Vulcanisaeta_B	Vulcanisaeta_B thermophila	867917	Vulcanisaeta thermophila
GCA_001758465.1		Alkaliphiles	https://bacdive.dsmz.de/strain/133345	5018451	4	403822	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Alteromonas	Alteromonas lipolytica	1856405	Alteromonas lipolytica
GCA_001761365.1	Psychrophiles	Alkaliphiles	https://doi.org/10.1099/ijsem.0.001591	3809314	1	3809314	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter vadi	1774273	Polaribacter vadi
GCA_001792775.2	Mesophiles		https://bacdive.dsmz.de/strain/14670	2519048	6	169264	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus pseudintermedius	283734	Staphylococcus pseudintermedius
GCA_001880325.1	Thermophiles		https://bacdive.dsmz.de/strain/161175	2388273	1	2035182	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Thermus	Thermus brockianus	56956	Thermus brockianus
GCA_001889405.1	Mesophiles		https://bacdive.dsmz.de/strain/7064	2022959	1	2022959	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanohalophilus	Methanohalophilus halophilus	2177	Methanohalophilus halophilus strain DSM 3094
GCA_001939735.1	Psychrophiles		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijsem.0.001873	6484429	13	172679	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Photobacterium	Photobacterium proteolyticum	1903952	Photobacterium proteolyticum
GCA_001950255.1	Thermophiles		https://doi.org/10.1099/ijs.0.031583-0	2465639	10	55687	Bacteria	Firmicutes_B	Z-2901	Carboxydothermales	Carboxydothermaceae	Carboxydothermus	Carboxydothermus pertinax	870242	Carboxydothermus pertinax
GCA_001950325.1	Thermophiles		https://doi.org/10.1099/ijs.0.030288-0	2386596	11	54982	Bacteria	Firmicutes_B	Z-2901	Carboxydothermales	Carboxydothermaceae	Carboxydothermus	Carboxydothermus islandicus	661089	Carboxydothermus islandicus
GCA_001953745.1	Thermophiles		https://doi.org/10.1099/ijs.0.63761-0	3980616	1	3473758	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Natrinema	Natrinema saccharevitans	301967	Haloterrigena saccharevitans
GCA_001971705.1	Mesophiles	Alkaliphiles	https://doi.org/10.1099/ijs.0.013995-0	3835796	1	3397437	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Natronorubrum	Natronorubrum daqingense	588898	Haloterrigena daqingensis
GCA_001975665.1	Psychrophiles	Alkaliphiles	https://link.springer.com/article/10.1007/s00284-012-0200-x	4125014	1	4125014	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter reichenbachii	996801	Polaribacter reichenbachii
GCA_002005305.1	Psychrophiles		https://doi.org/10.1099/ijs.0.64500-0	6353406	1	6353406	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Shewanellaceae	Shewanella	Shewanella psychrophila	225848	Shewanella psychrophila
GCA_002072215.1	Mesophiles		https://bacdive.dsmz.de/strain/6957	2445031	6	111976	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter_C	Methanobrevibacter_C arboriphilus	39441	Methanobrevibacter arboriphilus
GCA_002075795.1	Mesophiles		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/00207713-51-3-1027	4975677	1	4975677	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Shewanellaceae	Shewanella	Shewanella japonica	93973	Shewanella japonica
GCA_002078355.1		Acidophiles	https://doi.org/10.1099/00207713-50-3-997	1826943	1	1826943	Archaea	Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	Ferroplasma	Ferroplasma acidiphilum	74969	Ferroplasma acidiphilum
GCA_002094855.1	Psychrophiles		https://doi.org/10.1099/ijs.0.054007-0	4780723	8	231360	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zunongwangia	Zunongwangia atlantica	1185767	Zunongwangia atlantica 22II14-10F7
GCA_002116695.1	Hyperthermophiles	Acidophiles	https://doi.org/10.1007/s00284-006-0151-1	2687463	1	2687463	Archaea	Thermoproteota	Thermoproteia	Sulfolobales	Sulfolobaceae	Acidianus	Acidianus manzaensis	282676	Acidianus manzaensis
GCA_002153915.1	Thermophiles	Alkaliphiles	https://doi.org/10.1099/ijsem.0.002810	1513137	2	483384	Archaea	Halobacteriota	Methanonatronarchaeia	Methanonatronarchaeales	Methanonatronarchaeaceae	Methanonatronarchaeum	Methanonatronarchaeum thermophilum	1927129	Methanonatronarchaeum thermophilum
GCA_002156705.1		Alkaliphiles	https://doi.org/10.1099/ijsem.0.004186	3930546	1	3930546	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Natrarchaeobaculum	Natrarchaeobaculum aegyptiacum	745377	Natrarchaeobaculum aegyptiacum
GCA_002201895.1	Hyperthermophiles		https://www.frontiersin.org/articles/10.3389/fmicb.2017.01278/full	1421621	1	1421521	Archaea	Methanobacteriota_A	Methanopyri	Methanopyrales	Methanopyraceae	Methanopyrus	Methanopyrus sp002201895	1937004	Methanopyrus sp. KOL6
GCA_002214365.1	Hyperthermophiles		https://doi.org/10.1016/s0167-7012(99)00092-5	1866819	1	1866819	Archaea	Methanobacteriota_B	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus celer	1293037	Thermococcus celer Vu 13 = JCM 8558
GCA_002214385.1	Thermophiles		https://doi.org/10.1099/00207713-48-1-23	1674122	1	1674122	Archaea	Methanobacteriota_B	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus gorgonarius	71997	Thermococcus gorgonarius W-12
GCA_002214465.1	Hyperthermophiles		https://doi.org/10.1016/s0723-2020(98)80007-6	1922421	1	1922421	Archaea	Methanobacteriota_B	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus barossii	54077	Thermococcus barossii
GCA_002214485.1	Thermophiles		https://doi.org/10.1099/00207713-48-1-23	1785673	1	1785673	Archaea	Methanobacteriota_B	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus pacificus	71998	Thermococcus pacificus P-4
GCA_002214545.1	Hyperthermophiles		https://doi.org/10.1099/ijs.0.65057-0	2065932	1	2065932	Archaea	Methanobacteriota_B	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus thioreducens	277988	Thermococcus thioreducens
GCA_002214565.1	Hyperthermophiles		https://doi.org/10.1007/s00792-004-0380-9	1868990	1	1868990	Archaea	Methanobacteriota_B	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus radiotolerans	187880	Thermococcus radiotolerans EJ2
GCA_002214605.1	Hyperthermophiles		https://doi.org/10.1128/aem.00319-16	1961979	1	1961979	Archaea	Methanobacteriota_B	Thermococci	Thermococcales	Thermococcaceae	Pyrococcus	Pyrococcus chitonophagus	54262	Pyrococcus chitonophagus DSM 10152
GCA_002215585.1	Psychrophiles		https://doi.org/10.1099/ijs.0.63198-0	4321452	1	4321452	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Shewanellaceae	Shewanella	Shewanella marisflavi	260364	Shewanella marisflavi
GCA_002217405.1	Psychrophiles		https://www.nature.com/articles/nbt1313	2638051	14	59260	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium psychrophilum	96345	Flavobacterium psychrophilum
GCA_002243045.1	Psychrophiles		https://doi.org/10.1099/ijsem.0.002685	3164721	14	74804	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanolobus	Methanolobus psychrotolerans	1874706	Methanolobus psychrotolerans strain YSF-03
GCA_002279355.1		Acidophiles	https://doi.org/10.1128%2FmSystems.00867-20	3069660	13	72002	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium	Acidiphilium sp002279355	1970292	Acidiphilium sp. 21-60-14
GCA_002287235.1	Mesophiles		https://doi.org/10.1099/ijs.0.064956-0	5088600	64	25064	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina spelaei	1036679	Methanosarcina spelaei
GCA_002355215.1	Mesophiles		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.039388-0	2097874	1	2097874	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus troglodytae	1111760	Streptococcus troglodytae
GCA_002355395.1		Alkaliphiles	https://doi.org/10.1099/ijs.0.64320-0	2702837	1	2702837	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Microcella	Microcella alkaliphila_A	279828	Microcella alkaliphila
GCA_002355995.1	Thermophiles		https://doi.org/10.1016/j.ymben.2017.10.007	2140665	1	2121526	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Thermus	Thermus thermophilus_C	274	Thermus thermophilus
GCA_002499975.2		Alkaliphiles	https://bacdive.dsmz.de/strain/140746	4314189	1	4314189	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Alteromonas	Alteromonas pelagimontana	1858656	Alteromonas pelagimontana
GCA_002502785.1	Mesophiles		https://bacdive.dsmz.de/strain/131756	2512329	28	26478	Archaea	Halobacteriota	Methanosarcinia	Methanotrichales	Methanotrichaceae	Methanothrix_A	Methanothrix_A harundinacea_A	1110509	Methanosaeta harundinacea
GCA_002503885.1	Mesophiles		https://bacdive.dsmz.de/strain/7020	2582043	35	23582	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanoculleaceae	Methanoculleus	Methanoculleus marisnigri_B	368407	Methanoculleus marisnigri JR1
GCA_002506535.1	Mesophiles		https://bacdive.dsmz.de/strain/131756	2342380	9	115831	Archaea	Halobacteriota	Methanosarcinia	Methanotrichales	Methanotrichaceae	Methanothrix_A	Methanothrix_A harundinacea_B	1110509	Methanosaeta harundinacea
GCA_002572525.1	Thermophiles		https://www.nature.com/articles/s41598-018-25887-7	5058058	1	4087412	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Natrinema	Natrinema sp002572525	1608465	Natrinema sp. CBA1119
GCA_002732165.1	Mesophiles		https://bacdive.dsmz.de/strain/14599	2734769	3	382241	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus xylosus	1288	Staphylococcus xylosus
GCA_002754935.1	Thermophiles		https://pubmed.ncbi.nlm.nih.gov/35602029/	2659739	1	2659739	Bacteria	Cyanobacteria	Cyanobacteriia	Thermosynechococcales	Thermosynechococcaceae	Synechococcus_A	Synechococcus_A lividus	1917166	Thermostichus lividus PCC 6715
GCA_002761295.1	Mesophiles		https://bacdive.dsmz.de/strain/7074	2084975	2	432986	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanohalophilus	Methanohalophilus portucalensis	523843	Methanohalophilus portucalensis strain FDF-1T chromosome
GCA_002777975.1	Mesophiles		https://bacdive.dsmz.de/strain/158312	4375287	5	301650	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Shewanellaceae	Shewanella	Shewanella carassii	1987584	Shewanella carassii
GCA_002806945.1		Alkaliphiles	https://doi.org/10.1099/ijsem.0.002337	3820421	3	506073	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Oleiphilaceae	Marinobacter	Marinobacter salexigens	1925763	Marinobacter salexigens
GCA_002813695.1	Mesophiles		https://doi.org/10.1099/00207713-48-2-357	2515817	1	2515817	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium subterraneum	59277	Methanobacterium subterraneum
GCA_002836945.1		Alkaliphiles	https://doi.org/10.1099/ijs.0.010918-0	4399136	21	74867	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Shewanellaceae	Shewanella	Shewanella chilikensis	558541	Shewanella chilikensis
GCA_002836975.1		Alkaliphiles	https://pubmed.ncbi.nlm.nih.gov/20851908/	4402806	10	129838	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Shewanellaceae	Shewanella	Shewanella indica	768528	Shewanella indica
GCA_002849605.1	Psychrophiles		https://www.sciencedirect.com/science/article/pii/S0723202017301686?via%3Dihub	4559543	11	124814	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Photobacterium	Photobacterium carnosum	2023717	Photobacterium carnosum
GCA_002900365.1	Mesophiles		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.000228	4896291	1	4671322	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia marmotae	1499973	Escherichia marmotae
GCA_002901705.1	Mesophiles		https://bacdive.dsmz.de/strain/14562	2519514	7	94638	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus lugdunensis	904354	Staphylococcus lugdunensis VCU150
GCA_002901825.1	Mesophiles		https://bacdive.dsmz.de/strain/14631	2768322	6	123278	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Mammaliicoccus	Mammaliicoccus sciuri	1296	Mammaliicoccus sciuri
GCA_002901845.1	Mesophiles		https://bacdive.dsmz.de/strain/14639	2204528	6	144174	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus hominis	1290	Staphylococcus hominis
GCA_002901865.1	Mesophiles		https://bacdive.dsmz.de/strain/14677	2491359	16	38640	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus agnetis	985762	Staphylococcus agnetis
